image_path,filename,label,label_id,original_split,is_corrupt,width,height,channels,aspect_ratio,blur_score,brightness,contrast,sha256,phash
data/raw/car_damage_severity/data3a/training/01-minor/0011.JPEG,0011.JPEG,minor,0,training,False,275,183,3,1.5027,1169.67,143.69,56.66,53376e52def565e3e295e16d9e829e154fe228c6da530a5bfbb45f7d270b8d3d,bfc8863ac3c770e0
data/raw/car_damage_severity/data3a/training/01-minor/0012.JPEG,0012.JPEG,minor,0,training,False,259,194,3,1.3351,713.62,106.26,68.42,2840181b3781adb9916e60d7a8be93073fb845f1e095953788d3effdf577ffbe,e0c03e1fc5ce8ecc
data/raw/car_damage_severity/data3a/training/01-minor/0013.JPEG,0013.JPEG,minor,0,training,False,296,170,3,1.7412,1079.7,121.92,54.11,d8034ade0f10d3079740f01ec0349996960c7469bc276a9b87aec155abc33734,e325b03cdb249739
data/raw/car_damage_severity/data3a/training/01-minor/0014.JPEG,0014.JPEG,minor,0,training,False,275,183,3,1.5027,1127.63,117.29,47.61,e0d9d47793e0785aecd7508b9f554ee854b98ef5077ec03fbf5be328c3941ac7,8387e7a13e579149
data/raw/car_damage_severity/data3a/training/01-minor/0015.JPEG,0015.JPEG,minor,0,training,False,263,192,3,1.3698,794.68,133.96,73.74,3aa8aa79fe7337da3a80f54b2ffe0ccfa1294240a0082851bf65fa8ceef50085,8bd429b33332e663
data/raw/car_damage_severity/data3a/training/01-minor/0016.JPEG,0016.JPEG,minor,0,training,False,290,174,3,1.6667,1080.63,112.56,75.42,d59ccbfc77c288288b32595b11ed1a6994aa9d742b65b307de7f0582faa756a8,e70959d3a72e4e50
data/raw/car_damage_severity/data3a/training/01-minor/0017.JPEG,0017.JPEG,minor,0,training,False,260,194,3,1.3402,1833.71,98.9,56.82,167ee124f0a956f2dd6415b1e27015f7dca4adf82dfefc3f2aa66e50931e67e9,c08080942f7f7f5f
data/raw/car_damage_severity/data3a/training/01-minor/0018.JPEG,0018.JPEG,minor,0,training,False,275,183,3,1.5027,2392.96,108.78,49.3,0f355f94306c00446905f0b27ad21ed21faebb1953c0ba9b83761ebe18d03e4d,e08fe6190ee0e73c
data/raw/car_damage_severity/data3a/training/01-minor/0019.JPEG,0019.JPEG,minor,0,training,False,357,141,3,2.5319,2523.1,104.36,60.83,9a0fe3a5ebb1d25e6fcfb0abc16bf9988f82e123ceeeb2dfd27bdab61444f5f1,93bceac0a1433d2f
data/raw/car_damage_severity/data3a/training/01-minor/0020.JPEG,0020.JPEG,minor,0,training,False,300,168,3,1.7857,1085.7,101.67,64.52,eb4b7ca6d2ead67fce25901654e01e9623168d02ecd663773a1de3aac843b724,ebaaca1ab091de58
data/raw/car_damage_severity/data3a/training/01-minor/0021.JPEG,0021.JPEG,minor,0,training,False,299,168,3,1.7798,711.22,66.66,43.71,f2de93aea1fc9d0c65537e8e713fa469cddd0d1842d7c3f03b638b1883d0d877,92c1d6964e36786d
data/raw/car_damage_severity/data3a/training/01-minor/0022.JPEG,0022.JPEG,minor,0,training,False,275,184,3,1.4946,1745.53,76.05,61.43,22c8a926af61fb477e6e982549e1df113d06cf237031e78ab08b2697725ddbcd,9b4a74ac86a76965
data/raw/car_damage_severity/data3a/training/01-minor/0023.JPEG,0023.JPEG,minor,0,training,False,275,183,3,1.5027,1639.63,103.59,70.58,a9ec2ae3b3268e6a1c3a76bb49cf93e90515b24abddb4c221116f8c716fb4443,bcbc835058fb9714
data/raw/car_damage_severity/data3a/training/01-minor/0024.JPEG,0024.JPEG,minor,0,training,False,199,136,3,1.4632,5729.72,97.43,66.39,8dc0df77bda15ab6eef48cf680e6c8b2570bacf31a3bf5559adf6700c844ba1b,fed1e001905e8f6b
data/raw/car_damage_severity/data3a/training/01-minor/0025.JPEG,0025.JPEG,minor,0,training,False,218,157,3,1.3885,1706.55,111.98,48.29,c6ef83fee3033b49202f0c196dbc35af25ea331792dd9cc11008ca20c7f44cea,bde1a06bd26cd894
data/raw/car_damage_severity/data3a/training/01-minor/0026.JPEG,0026.JPEG,minor,0,training,False,259,194,3,1.3351,4527.47,88.94,69.76,3d759589dc3577550f223a0ebc5b96b16d9517d458c616069776b3262c528640,aa22301e97f3d467
data/raw/car_damage_severity/data3a/training/01-minor/0027.JPEG,0027.JPEG,minor,0,training,False,225,225,3,1.0,1697.55,118.99,63.04,0568fef85988b3a876f03b14630451684fa31505ad78fdf7ff797cbf2f0df573,ada52d59991965c5
data/raw/car_damage_severity/data3a/training/01-minor/0028.JPEG,0028.JPEG,minor,0,training,False,275,183,3,1.5027,1049.91,82.63,34.35,08f683ad2fe9f1dfb7f0871cfd6514915844d5c737b79c445d22f2b838ec9ed9,8b38b8a71b8d526d
data/raw/car_damage_severity/data3a/training/01-minor/0029.JPEG,0029.JPEG,minor,0,training,False,259,194,3,1.3351,722.41,123.82,66.6,b87b072594343bac765b9988694a17d6ce473acb1af1b1f5e7384f43176c2230,d2d42d499c2eea72
data/raw/car_damage_severity/data3a/training/01-minor/0030.JPEG,0030.JPEG,minor,0,training,False,274,184,3,1.4891,1970.77,85.8,51.92,3aa89067d205fe376888e83555360cae9ce04bfb4fac74f6d55447e65455697e,bafe97350883c4d1
data/raw/car_damage_severity/data3a/training/01-minor/0031.JPEG,0031.JPEG,minor,0,training,False,279,181,3,1.5414,1706.94,95.17,54.72,7b7b1b634d6baa3ce6c942168469d9b68df3322595d4cf0322fdfb69de06b6d5,c6919c1f195e38f2
data/raw/car_damage_severity/data3a/training/01-minor/0032.JPEG,0032.JPEG,minor,0,training,False,289,175,3,1.6514,3368.27,120.68,82.72,e75220295126e318358f7713e3a3f3b16a450f3bbc2d9a7f1b97a70335c76ce1,bfb0d74243a9c554
data/raw/car_damage_severity/data3a/training/01-minor/0033.JPEG,0033.JPEG,minor,0,training,False,194,259,3,0.749,1501.95,125.15,76.51,ae17d6436873a945abcc67e362e6d506156ec8a33c239e430d61c2b448314ac3,a27878f3d4dca303
data/raw/car_damage_severity/data3a/training/01-minor/0034.JPEG,0034.JPEG,minor,0,training,False,275,183,3,1.5027,2450.34,122.29,58.7,dde6fc1456e3ce9078bbff76ec8d2d2fa03c4c1a41fd1eb451241cfd0e3323e0,9759434e698eae85
data/raw/car_damage_severity/data3a/training/01-minor/0035.jpeg,0035.jpeg,minor,0,training,False,275,183,3,1.5027,2711.82,103.94,58.28,27e908cc6a5b9999fc7b0cacec42f93a9a59576e4b72927205c9939ff4a4e934,86865679ab9a2dac
data/raw/car_damage_severity/data3a/training/01-minor/0036.JPEG,0036.JPEG,minor,0,training,False,266,189,3,1.4074,948.15,185.78,43.49,b82d41a9771f279246d229b61df7cca489373a00395b71f18418669af8fe0882,eb8b9723a2159517
data/raw/car_damage_severity/data3a/training/01-minor/0037.JPEG,0037.JPEG,minor,0,training,False,300,168,3,1.7857,1170.57,119.23,55.08,3a7d1d6a3bed4da3a675e091975074c2957fb1fba96445dd3b9d34c0125e50ba,bec0435f47406c77
data/raw/car_damage_severity/data3a/training/01-minor/0038.JPEG,0038.JPEG,minor,0,training,False,300,168,3,1.7857,1602.3,105.4,64.47,d308e41f89d16533719304ca1ca60d2713e8bccd4ead43dcc41a2b3ea6943252,a397d35349c9e921
data/raw/car_damage_severity/data3a/training/01-minor/0039.JPEG,0039.JPEG,minor,0,training,False,214,236,3,0.9068,947.58,102.74,48.84,f546026eb518385c09e2127efaa40aaa6b6c764cfff3e28474b81463b97d26f6,ad76269653c94578
data/raw/car_damage_severity/data3a/training/01-minor/0040.JPEG,0040.JPEG,minor,0,training,False,269,188,3,1.4309,1409.14,170.81,47.19,13272e0a802a896c10f82c4f58fbfafcb117163d88410ae67cc6ff3ed517162e,de5a4b1e3819878d
data/raw/car_damage_severity/data3a/training/01-minor/0041.JPEG,0041.JPEG,minor,0,training,False,269,188,3,1.4309,2366.54,109.64,90.9,3216b8806b7e0555bd95db62f9b9168d972ce5cfbe5b5c484869d2612207966d,8c4c66e6a31b71e3
data/raw/car_damage_severity/data3a/training/01-minor/0042.JPEG,0042.JPEG,minor,0,training,False,275,183,3,1.5027,736.3,200.36,46.23,a92341b5ff0e173d847495a3f7ce1760cc4752d9d5b8f874a3dadde0fb18e775,ad80f49fc7701cc3
data/raw/car_damage_severity/data3a/training/01-minor/0043.JPEG,0043.JPEG,minor,0,training,False,259,194,3,1.3351,4976.81,96.68,67.17,7c7b55f904f324454f4d6a9196dc0fe3371d4215ce2645c9c42eb4b0b52466c1,bfcd680281b07a5f
data/raw/car_damage_severity/data3a/training/01-minor/0044.JPEG,0044.JPEG,minor,0,training,False,275,183,3,1.5027,1548.9,112.77,48.71,e221926b34ca0a181f229c24d78e30d7bead1139c9be2db7b2625d2b3daf0ad2,ebe111bac0c9cfc4
data/raw/car_damage_severity/data3a/training/01-minor/0045.JPEG,0045.JPEG,minor,0,training,False,300,168,3,1.7857,2535.31,120.66,67.7,0a34a91974962e8eb570c256a5871c72094e1a53f72853396c2e46d54312c8a7,c09b821e5b396e9e
data/raw/car_damage_severity/data3a/training/01-minor/0046.JPEG,0046.JPEG,minor,0,training,False,275,183,3,1.5027,4485.23,127.77,67.86,adf20552f0abe9bf018dad8298272b0a9bd5a77c5bb161246e54c577671904cf,b5d4c56de424cb2c
data/raw/car_damage_severity/data3a/training/01-minor/0047.JPEG,0047.JPEG,minor,0,training,False,274,184,3,1.4891,3221.48,110.52,65.84,4b31c96a465a3126feabe872977b582dcb95276f5701466c8e2f6165c312dcdf,82bd8691bfc8c44f
data/raw/car_damage_severity/data3a/training/01-minor/0048.JPEG,0048.JPEG,minor,0,training,False,227,222,3,1.0225,1714.77,112.16,79.17,298db71585f78b044322bf427277896481f892cbc9d185dd889d08520ad8d4e5,92c34c52d9ccd27b
data/raw/car_damage_severity/data3a/training/01-minor/0049.JPEG,0049.JPEG,minor,0,training,False,260,194,3,1.3402,846.4,102.32,52.58,d12f7006dc604ff027fa08a001c495ace661f994402f74b1efc2435085e29198,d8b7294a362f1c27
data/raw/car_damage_severity/data3a/training/01-minor/0050.JPEG,0050.JPEG,minor,0,training,False,259,194,3,1.3351,1475.59,100.16,67.3,99b3683042a5c10c31b962c9cb22440d1dbdac846b3ff3f830b6d6388ec1b1b6,b9b9bc807c0e270f
data/raw/car_damage_severity/data3a/training/01-minor/0051.JPEG,0051.JPEG,minor,0,training,False,275,183,3,1.5027,709.8,100.88,48.91,f5f62c686df19d71fac10bd2c609a16c4ba7d4a351898d10ff40a1839a60460f,c1d19dbca666632a
data/raw/car_damage_severity/data3a/training/01-minor/0052.JPEG,0052.JPEG,minor,0,training,False,275,183,3,1.5027,2227.43,137.99,75.32,45019f82ef4b1446de6b2cebadfbf0d5bbe355adfe8c46bce3c3eb877918bb22,99e1c68aa7177c54
data/raw/car_damage_severity/data3a/training/01-minor/0053.JPEG,0053.JPEG,minor,0,training,False,220,229,3,0.9607,1655.01,105.07,47.4,0ae8b6b255b3c4e67d37ac18cafff5e2ffbabe3ce61c805d4d115f1ed898a6e8,a552ea2595259977
data/raw/car_damage_severity/data3a/training/01-minor/0054.jpeg,0054.jpeg,minor,0,training,False,259,194,3,1.3351,3347.02,138.6,60.21,599f0c0044a09b95010a4b657391316706923f0ba36cfc4decdb71caa88a4ff6,edd4e95aa0215ee4
data/raw/car_damage_severity/data3a/training/01-minor/0055.JPEG,0055.JPEG,minor,0,training,False,259,194,3,1.3351,4388.74,114.36,65.13,eaab86bf41b9a8ecae7d9eeee7a2d16ed1a3ebfcc4fde280eb93100080d4068f,86ad9950d80e2fd7
data/raw/car_damage_severity/data3a/training/01-minor/0056.JPEG,0056.JPEG,minor,0,training,False,269,187,3,1.4385,2078.58,146.8,58.55,ad5c13b7f827ab06cc86f81060e30c3f33f389963de32b54d78fc29f38838308,cba42b522d5b32ad
data/raw/car_damage_severity/data3a/training/01-minor/0057.JPEG,0057.JPEG,minor,0,training,False,317,159,3,1.9937,1137.56,153.28,43.34,95cd58c2eb4e5cf905ac9c4e2a322e9c3dfd3bc960b9385008022b5c15cd5684,fbffd01c9a901807
data/raw/car_damage_severity/data3a/training/01-minor/0058.JPEG,0058.JPEG,minor,0,training,False,194,259,3,0.749,2236.61,133.41,68.1,7aa0cd9bc3b443eaf09a7dad2ea0559d972e914c84bec9d82920c6a017cd485a,b1c77e0d2139ae91
data/raw/car_damage_severity/data3a/training/01-minor/0059.JPEG,0059.JPEG,minor,0,training,False,266,189,3,1.4074,1493.2,169.55,51.43,fc0dfb61ccc9876f276f2debb8e111620f6e44527e25c1da2c96400391080bd5,aa0a2f2eee6aca4a
data/raw/car_damage_severity/data3a/training/01-minor/0060.JPEG,0060.JPEG,minor,0,training,False,254,198,3,1.2828,2077.56,91.02,74.11,cb26182c15b996c46c11982882e43af84752e7163c21a3d7db86a4f955ff3a8a,85d2891db633e729
data/raw/car_damage_severity/data3a/training/01-minor/0061.jpeg,0061.jpeg,minor,0,training,False,275,183,3,1.5027,958.62,120.97,60.57,e71b1ac4ac7c2ffa5dfd8475cf49525d60b359424ee5bf2b9c2ff1a60918cd42,95aa7660604feb0f
data/raw/car_damage_severity/data3a/training/01-minor/0062.JPEG,0062.JPEG,minor,0,training,False,183,275,3,0.6655,1827.96,115.0,65.0,3da36e024d98a14d7d9e04fdd52616615490e9df196d43c87003b9b79933360d,a67b39a79c23c708
data/raw/car_damage_severity/data3a/training/01-minor/0063.JPEG,0063.JPEG,minor,0,training,False,266,189,3,1.4074,1915.5,129.41,68.2,fc9be62e8772e84f385fb0f423df865339003e76a007931c4649433fcb0f0d8f,8747e3a3bb10dd88
data/raw/car_damage_severity/data3a/training/01-minor/0064.JPEG,0064.JPEG,minor,0,training,False,280,180,3,1.5556,1070.11,98.47,65.54,e223c76d34b19f7aa7f4606a013d84b7bec847db8f82c40000e59c920fd56654,8080373f4f4dc6e7
data/raw/car_damage_severity/data3a/training/01-minor/0065.JPEG,0065.JPEG,minor,0,training,False,191,127,3,1.5039,2806.02,82.43,57.31,19c6b593353e0cb8b095bb262d5129c8a10cc28a60406946a35b589048c4a6b8,dfc8a8a2b3517c2c
data/raw/car_damage_severity/data3a/training/01-minor/0066.JPEG,0066.JPEG,minor,0,training,False,290,174,3,1.6667,5274.29,118.19,53.5,37b2ce2f8e533a5ee9bc31dcaf27854880f29e81407888ae06c9ecf4600ef533,d42625d9f82e4ec3
data/raw/car_damage_severity/data3a/training/01-minor/0067.JPEG,0067.JPEG,minor,0,training,False,290,174,3,1.6667,4034.4,113.6,58.03,09efc700d3e7168c5a285053c4937105fc963be108c5baed836d87d261723d02,9d64859f64209ecf
data/raw/car_damage_severity/data3a/training/01-minor/0068.JPEG,0068.JPEG,minor,0,training,False,259,194,3,1.3351,723.6,88.38,57.9,8b553929530b30b52a04c8ca6767e0c251d1c931bfcadf67da1fd5ae33f0daee,d1c83f11ed43c13b
data/raw/car_damage_severity/data3a/training/01-minor/0069.JPEG,0069.JPEG,minor,0,training,False,273,184,3,1.4837,1625.65,85.38,50.52,0cc57df97773a311094ba4d67e3427babc6116f82ee70b5d404d0f585faf2e2b,fa17f09407748778
data/raw/car_damage_severity/data3a/training/01-minor/0070.JPEG,0070.JPEG,minor,0,training,False,300,168,3,1.7857,910.58,106.23,58.11,a1728345276305764d2232fd85a4d7adc75d14f4177d1e4362d70e51c4aa390b,fe9893ce9f01207c
data/raw/car_damage_severity/data3a/training/01-minor/0071.JPEG,0071.JPEG,minor,0,training,False,275,183,3,1.5027,1331.04,67.27,50.48,be0d877e35acffb7270f2b050b76e1dca0a2c3b2935f075ebf19a1559bb62ca4,fe07f09606fc834c
data/raw/car_damage_severity/data3a/training/01-minor/0072.JPEG,0072.JPEG,minor,0,training,False,180,280,3,0.6429,2334.43,117.75,60.2,ae5a2ef490fada40758cce9917d1079212ba7327c0815bbd76903c6056191b3c,c283a101c2bfbdf3
data/raw/car_damage_severity/data3a/training/01-minor/0073.JPEG,0073.JPEG,minor,0,training,False,259,194,3,1.3351,3116.75,130.37,56.72,b395098d373e8023dd309e7275b554fc8735e8e7177525b6b2f1f4524625f032,b6c7cf5c7641810e
data/raw/car_damage_severity/data3a/training/01-minor/0074.JPEG,0074.JPEG,minor,0,training,False,310,162,3,1.9136,2920.89,143.61,80.34,1564f8279864ec8504c185fb7de593a41b2b5f28d799061a23a4fa993ef9d46a,a37802d1ff1154e7
data/raw/car_damage_severity/data3a/training/01-minor/0075.JPEG,0075.JPEG,minor,0,training,False,275,183,3,1.5027,1560.73,116.16,65.46,e5da4761bec0c15cd02a3318ec2664bf14703bcbcf178d57829b7f59b8c3b9e8,f4177452277d8b60
data/raw/car_damage_severity/data3a/training/01-minor/0076.JPEG,0076.JPEG,minor,0,training,False,259,194,3,1.3351,1159.57,116.37,66.22,25cfd1edfa88183ff755ff78eaf330093271b22f6cfc624d810cc744a19f0cc3,b5f5864e8858a96d
data/raw/car_damage_severity/data3a/training/01-minor/0077.JPEG,0077.JPEG,minor,0,training,False,274,184,3,1.4891,3160.73,137.41,86.74,14779ab7a77adce60e1e55d223b3e813f90615e2cf20716a51ee5d4a7a9651be,c8d07fc7834a683e
data/raw/car_damage_severity/data3a/training/01-minor/0078.JPEG,0078.JPEG,minor,0,training,False,259,194,3,1.3351,1575.63,98.11,58.54,f29cbcfad04d999e388ccaa23a49e38333dbb4e3d3b6e65f3b39f4cd68da4dac,8dcab27d3261c34d
data/raw/car_damage_severity/data3a/training/01-minor/0079.JPEG,0079.JPEG,minor,0,training,False,194,259,3,0.749,1711.77,132.35,61.12,4f0093a4b269560de7fbc19d101c2bcf9e5630890f128bf78cd9fbf1de92eb8f,b588d5703b117b2d
data/raw/car_damage_severity/data3a/training/01-minor/0080.JPEG,0080.JPEG,minor,0,training,False,259,194,3,1.3351,1120.16,156.45,65.89,e8594eaa424e5d04dca23dfe1250efbd529d5f44c04aeabdb7f25ece6c0b3713,ff9560379762308a
data/raw/car_damage_severity/data3a/training/01-minor/0081.JPEG,0081.JPEG,minor,0,training,False,300,168,3,1.7857,1816.48,122.67,67.97,e57ed13682be73615cf7aec370a61693e7511b7c023d8650a6d289949e469655,d7c5b0c6c83ac789
data/raw/car_damage_severity/data3a/training/01-minor/0082.JPEG,0082.JPEG,minor,0,training,False,266,189,3,1.4074,1684.25,133.16,50.46,0d43e99b4b309096eeb7b9629eb415999a1539a7f4eb7549c81ea743f6b59967,8bc8e95ad2349d33
data/raw/car_damage_severity/data3a/training/01-minor/0083.JPEG,0083.JPEG,minor,0,training,False,259,194,3,1.3351,1936.5,136.02,71.59,5c5e683c1b6674432a8e158113fb5fb697f0d3df84a59a1dadc46263ea7983e9,c09b449dc5bd6356
data/raw/car_damage_severity/data3a/training/01-minor/0084.JPEG,0084.JPEG,minor,0,training,False,259,194,3,1.3351,4088.35,133.99,81.8,a5cda90a8c36bc8e9fed6d9c9d93c76a954e655dfe52defc1c7a4bbf5358ab3f,afd5879ab9089247
data/raw/car_damage_severity/data3a/training/01-minor/0085.JPEG,0085.JPEG,minor,0,training,False,259,194,3,1.3351,4897.3,143.31,82.73,b3398b7e07543f1706420698ff89a0cb1ad76d86f5fda15d8b271128954ddc49,f49c832c3139cde3
data/raw/car_damage_severity/data3a/training/01-minor/0086.JPEG,0086.JPEG,minor,0,training,False,259,194,3,1.3351,2364.61,105.68,61.69,97a425cd454bf003d2f1f2061ac0368b738c51059492da440fa66f767c78a969,f5e602a00ffd1f90
data/raw/car_damage_severity/data3a/training/01-minor/0087.JPEG,0087.JPEG,minor,0,training,False,189,163,3,1.1595,4757.51,92.57,61.88,368564846e3ee2ce2eed78d8a7c15a402eb8788626e0ab701b6dd43eb1209527,ac6995acd9b4c853
data/raw/car_damage_severity/data3a/training/01-minor/0088.JPEG,0088.JPEG,minor,0,training,False,206,122,3,1.6885,3931.92,121.08,72.08,61596de9f3e6765ca3efd6d4b7526dd6e3053bddd1af95d658e61c95383dd874,863a4ed2be2ebe80
data/raw/car_damage_severity/data3a/training/01-minor/0089.JPEG,0089.JPEG,minor,0,training,False,259,194,3,1.3351,410.47,156.91,66.56,cc3a54f23ac74c4cc81d827e5e590b8f45a37397879de286f32a9e2da59bcddf,f88f8194a33ba72a
data/raw/car_damage_severity/data3a/training/01-minor/0090.JPEG,0090.JPEG,minor,0,training,False,286,176,3,1.625,1993.01,128.29,57.43,9f77eb37b89aa64ce8407cee10e7d06871cb49b52fd669eb633d60f9e78d084b,85e65e8a96c59ce1
data/raw/car_damage_severity/data3a/training/01-minor/0091.JPEG,0091.JPEG,minor,0,training,False,224,224,3,1.0,1393.57,98.1,49.43,737e8e489b03cd2a6113b715a72d3ada8a3a4458c82c4ae55eba1b91abde8968,fadf652083e06c71
data/raw/car_damage_severity/data3a/training/01-minor/0092.JPEG,0092.JPEG,minor,0,training,False,259,194,3,1.3351,1224.81,166.52,63.83,7c7281397c13bb4c6e844616ef7efae82433739a5d2614c287b54a461aba4245,d5207febc0851557
data/raw/car_damage_severity/data3a/training/01-minor/0093.JPEG,0093.JPEG,minor,0,training,False,257,196,3,1.3112,4060.49,75.44,55.02,3adb13fa7e0781f1c332ce4db4552476941e12be278bd0711f69202be5eb6cbc,989a0b8d955a73f1
data/raw/car_damage_severity/data3a/training/01-minor/0094.JPEG,0094.JPEG,minor,0,training,False,259,194,3,1.3351,3690.81,112.57,57.01,e5ac2a6189f70722fb6b07c904d2824ef856d5a0f295c5623ac8545bfcd71d56,9616ec279393b839
data/raw/car_damage_severity/data3a/training/01-minor/0095.JPEG,0095.JPEG,minor,0,training,False,308,164,3,1.878,1800.76,89.79,53.01,985a333fdc0a9f2e47b4d1a4bcdb4e1f11b89c32f8b883ce5f383f4b787ab2f6,999234e46d6f98b1
data/raw/car_damage_severity/data3a/training/01-minor/0096.JPEG,0096.JPEG,minor,0,training,False,266,189,3,1.4074,1668.92,151.14,70.52,6db476a629cd12fa6b8256fbab5e7a84472e6ecc80ba05f28591b1cbce999a4b,f58dc3128b65964d
data/raw/car_damage_severity/data3a/training/01-minor/0097.JPEG,0097.JPEG,minor,0,training,False,259,194,3,1.3351,1179.04,121.39,58.88,a80cae47a98462486bda8103c716182de5fd584d2ca8df3db7531e99bd99f8fd,f4d26a2523fb9941
data/raw/car_damage_severity/data3a/training/01-minor/0098.JPEG,0098.JPEG,minor,0,training,False,259,194,3,1.3351,1109.62,140.19,48.45,3362ff33301c68e4217f90b7bc2bf6a2f1151a965533d812997c8b0127a53351,e5e5da62cc38c21e
data/raw/car_damage_severity/data3a/training/01-minor/0099.JPEG,0099.JPEG,minor,0,training,False,310,163,3,1.9018,2402.8,106.73,59.73,5533c44e0ca90d3fe82ffd91c4e5524f4cc897df3de30ee09d38af07f58ba87f,b7dacac2a8d5ca48
data/raw/car_damage_severity/data3a/training/01-minor/0100.JPEG,0100.JPEG,minor,0,training,False,170,183,3,0.929,5404.37,63.23,70.27,394da8fe165b026fddea73962eba7b35e4d38a026e7865545fba7aa091288c7a,aa96949e7405ad5e
data/raw/car_damage_severity/data3a/training/01-minor/0101.JPEG,0101.JPEG,minor,0,training,False,300,168,3,1.7857,1653.52,148.09,54.67,e7da97bcfe2a32e848e0b773cbd4069d79fb9fd1dd20720333cd8c039ba860b2,bfd3952c0b18313d
data/raw/car_damage_severity/data3a/training/01-minor/0102.JPEG,0102.JPEG,minor,0,training,False,264,191,3,1.3822,1471.92,122.74,52.85,7391056cf866ed76f7ee19911014b75d87c141dc8e8689422861abb5df11d718,f3cf5cc1868883f2
data/raw/car_damage_severity/data3a/training/01-minor/0103.JPEG,0103.JPEG,minor,0,training,False,259,194,3,1.3351,3642.09,104.73,72.48,c08c8e2ba42f6d5d92e798fcde35a9e855efee9219ce9d7d2aadc3232b4da65f,cc52352a72f1e82f
data/raw/car_damage_severity/data3a/training/01-minor/0104.JPEG,0104.JPEG,minor,0,training,False,225,225,3,1.0,1671.79,110.7,60.61,3890e558810a5c01182037ab5f05899a1235b7d2f45e79be1c30b51f33202c15,eadc91e29e05853d
data/raw/car_damage_severity/data3a/training/01-minor/0105.JPEG,0105.JPEG,minor,0,training,False,260,194,3,1.3402,1352.66,98.25,81.19,aa35e22899ec716146c579c8f50b860faa525a4d3200782e3bf8fa2dcc59e196,8678b9a0ec13f52e
data/raw/car_damage_severity/data3a/training/01-minor/0106.JPEG,0106.JPEG,minor,0,training,False,300,168,3,1.7857,1111.08,130.39,47.76,c52f03c7dbf889453078c69c9dba7f63dd0ee889ea10cae786c450a8af6bb0ec,f387877f5c94a120
data/raw/car_damage_severity/data3a/training/01-minor/0107.JPEG,0107.JPEG,minor,0,training,False,275,183,3,1.5027,2090.21,99.63,68.74,e6aa79683d036b635563a579fe48fe5937c6a076841133bddf12fde7c5bf857a,d3924a7b7a5288ae
data/raw/car_damage_severity/data3a/training/01-minor/0108.JPEG,0108.JPEG,minor,0,training,False,275,183,3,1.5027,1801.56,136.93,82.2,5db1d1820e0cecd177ffc0b09bf4d13edeb74a4c374c2b14b28b5281a5fc789b,83d0c86b292e6fe3
