image_path,filename,label,label_id,sha256,width,height,aspect_ratio,blur_score,brightness,contrast,split
data/raw/car_damage_severity/data3a/training/01-minor/0052.JPEG,0052.JPEG,minor,0,45019f82ef4b1446de6b2cebadfbf0d5bbe355adfe8c46bce3c3eb877918bb22,275,183,1.5027,2227.43,137.99,75.32,train
data/raw/car_damage_severity/data3a/training/01-minor/0053.JPEG,0053.JPEG,minor,0,0ae8b6b255b3c4e67d37ac18cafff5e2ffbabe3ce61c805d4d115f1ed898a6e8,220,229,0.9607,1655.01,105.07,47.4,train
data/raw/car_damage_severity/data3a/training/01-minor/0054.jpeg,0054.jpeg,minor,0,599f0c0044a09b95010a4b657391316706923f0ba36cfc4decdb71caa88a4ff6,259,194,1.3351,3347.02,138.6,60.21,train
data/raw/car_damage_severity/data3a/training/01-minor/0055.JPEG,0055.JPEG,minor,0,eaab86bf41b9a8ecae7d9eeee7a2d16ed1a3ebfcc4fde280eb93100080d4068f,259,194,1.3351,4388.74,114.36,65.13,train
data/raw/car_damage_severity/data3a/training/01-minor/0056.JPEG,0056.JPEG,minor,0,ad5c13b7f827ab06cc86f81060e30c3f33f389963de32b54d78fc29f38838308,269,187,1.4385,2078.58,146.8,58.55,train
data/raw/car_damage_severity/data3a/training/01-minor/0061.jpeg,0061.jpeg,minor,0,e71b1ac4ac7c2ffa5dfd8475cf49525d60b359424ee5bf2b9c2ff1a60918cd42,275,183,1.5027,958.62,120.97,60.57,train
data/raw/car_damage_severity/data3a/training/01-minor/0063.JPEG,0063.JPEG,minor,0,fc9be62e8772e84f385fb0f423df865339003e76a007931c4649433fcb0f0d8f,266,189,1.4074,1915.5,129.41,68.2,train
data/raw/car_damage_severity/data3a/training/01-minor/0064.JPEG,0064.JPEG,minor,0,e223c76d34b19f7aa7f4606a013d84b7bec847db8f82c40000e59c920fd56654,280,180,1.5556,1070.11,98.47,65.54,train
data/raw/car_damage_severity/data3a/training/01-minor/0065.JPEG,0065.JPEG,minor,0,19c6b593353e0cb8b095bb262d5129c8a10cc28a60406946a35b589048c4a6b8,191,127,1.5039,2806.02,82.43,57.31,train
data/raw/car_damage_severity/data3a/training/01-minor/0067.JPEG,0067.JPEG,minor,0,09efc700d3e7168c5a285053c4937105fc963be108c5baed836d87d261723d02,290,174,1.6667,4034.4,113.6,58.03,train
data/raw/car_damage_severity/data3a/training/01-minor/0069.JPEG,0069.JPEG,minor,0,0cc57df97773a311094ba4d67e3427babc6116f82ee70b5d404d0f585faf2e2b,273,184,1.4837,1625.65,85.38,50.52,train
data/raw/car_damage_severity/data3a/training/01-minor/0070.JPEG,0070.JPEG,minor,0,a1728345276305764d2232fd85a4d7adc75d14f4177d1e4362d70e51c4aa390b,300,168,1.7857,910.58,106.23,58.11,train
data/raw/car_damage_severity/data3a/training/01-minor/0071.JPEG,0071.JPEG,minor,0,be0d877e35acffb7270f2b050b76e1dca0a2c3b2935f075ebf19a1559bb62ca4,275,183,1.5027,1331.04,67.27,50.48,train
data/raw/car_damage_severity/data3a/training/01-minor/0073.JPEG,0073.JPEG,minor,0,b395098d373e8023dd309e7275b554fc8735e8e7177525b6b2f1f4524625f032,259,194,1.3351,3116.75,130.37,56.72,train
data/raw/car_damage_severity/data3a/training/01-minor/0074.JPEG,0074.JPEG,minor,0,1564f8279864ec8504c185fb7de593a41b2b5f28d799061a23a4fa993ef9d46a,310,162,1.9136,2920.89,143.61,80.34,train
data/raw/car_damage_severity/data3a/training/01-minor/0076.JPEG,0076.JPEG,minor,0,25cfd1edfa88183ff755ff78eaf330093271b22f6cfc624d810cc744a19f0cc3,259,194,1.3351,1159.57,116.37,66.22,train
data/raw/car_damage_severity/data3a/training/01-minor/0078.JPEG,0078.JPEG,minor,0,f29cbcfad04d999e388ccaa23a49e38333dbb4e3d3b6e65f3b39f4cd68da4dac,259,194,1.3351,1575.63,98.11,58.54,train
data/raw/car_damage_severity/data3a/training/01-minor/0079.JPEG,0079.JPEG,minor,0,4f0093a4b269560de7fbc19d101c2bcf9e5630890f128bf78cd9fbf1de92eb8f,194,259,0.749,1711.77,132.35,61.12,train
data/raw/car_damage_severity/data3a/training/01-minor/0080.JPEG,0080.JPEG,minor,0,e8594eaa424e5d04dca23dfe1250efbd529d5f44c04aeabdb7f25ece6c0b3713,259,194,1.3351,1120.16,156.45,65.89,train
data/raw/car_damage_severity/data3a/training/01-minor/0082.JPEG,0082.JPEG,minor,0,0d43e99b4b309096eeb7b9629eb415999a1539a7f4eb7549c81ea743f6b59967,266,189,1.4074,1684.25,133.16,50.46,train
data/raw/car_damage_severity/data3a/training/01-minor/0083.JPEG,0083.JPEG,minor,0,5c5e683c1b6674432a8e158113fb5fb697f0d3df84a59a1dadc46263ea7983e9,259,194,1.3351,1936.5,136.02,71.59,train
data/raw/car_damage_severity/data3a/training/01-minor/0084.JPEG,0084.JPEG,minor,0,a5cda90a8c36bc8e9fed6d9c9d93c76a954e655dfe52defc1c7a4bbf5358ab3f,259,194,1.3351,4088.35,133.99,81.8,train
data/raw/car_damage_severity/data3a/training/01-minor/0086.JPEG,0086.JPEG,minor,0,97a425cd454bf003d2f1f2061ac0368b738c51059492da440fa66f767c78a969,259,194,1.3351,2364.61,105.68,61.69,train
data/raw/car_damage_severity/data3a/training/01-minor/0089.JPEG,0089.JPEG,minor,0,cc3a54f23ac74c4cc81d827e5e590b8f45a37397879de286f32a9e2da59bcddf,259,194,1.3351,410.47,156.91,66.56,train
data/raw/car_damage_severity/data3a/training/01-minor/0090.JPEG,0090.JPEG,minor,0,9f77eb37b89aa64ce8407cee10e7d06871cb49b52fd669eb633d60f9e78d084b,286,176,1.625,1993.01,128.29,57.43,train
data/raw/car_damage_severity/data3a/training/01-minor/0091.JPEG,0091.JPEG,minor,0,737e8e489b03cd2a6113b715a72d3ada8a3a4458c82c4ae55eba1b91abde8968,224,224,1.0,1393.57,98.1,49.43,train
data/raw/car_damage_severity/data3a/training/01-minor/0094.JPEG,0094.JPEG,minor,0,e5ac2a6189f70722fb6b07c904d2824ef856d5a0f295c5623ac8545bfcd71d56,259,194,1.3351,3690.81,112.57,57.01,train
data/raw/car_damage_severity/data3a/training/01-minor/0096.JPEG,0096.JPEG,minor,0,6db476a629cd12fa6b8256fbab5e7a84472e6ecc80ba05f28591b1cbce999a4b,266,189,1.4074,1668.92,151.14,70.52,train
data/raw/car_damage_severity/data3a/training/01-minor/0097.JPEG,0097.JPEG,minor,0,a80cae47a98462486bda8103c716182de5fd584d2ca8df3db7531e99bd99f8fd,259,194,1.3351,1179.04,121.39,58.88,train
data/raw/car_damage_severity/data3a/training/01-minor/0099.JPEG,0099.JPEG,minor,0,5533c44e0ca90d3fe82ffd91c4e5524f4cc897df3de30ee09d38af07f58ba87f,310,163,1.9018,2402.8,106.73,59.73,train
data/raw/car_damage_severity/data3a/training/01-minor/0100.JPEG,0100.JPEG,minor,0,394da8fe165b026fddea73962eba7b35e4d38a026e7865545fba7aa091288c7a,170,183,0.929,5404.37,63.23,70.27,train
data/raw/car_damage_severity/data3a/training/01-minor/0101.JPEG,0101.JPEG,minor,0,e7da97bcfe2a32e848e0b773cbd4069d79fb9fd1dd20720333cd8c039ba860b2,300,168,1.7857,1653.52,148.09,54.67,train
data/raw/car_damage_severity/data3a/training/01-minor/0103.JPEG,0103.JPEG,minor,0,c08c8e2ba42f6d5d92e798fcde35a9e855efee9219ce9d7d2aadc3232b4da65f,259,194,1.3351,3642.09,104.73,72.48,train
data/raw/car_damage_severity/data3a/training/01-minor/0104.JPEG,0104.JPEG,minor,0,3890e558810a5c01182037ab5f05899a1235b7d2f45e79be1c30b51f33202c15,225,225,1.0,1671.79,110.7,60.61,train
data/raw/car_damage_severity/data3a/training/01-minor/0105.JPEG,0105.JPEG,minor,0,aa35e22899ec716146c579c8f50b860faa525a4d3200782e3bf8fa2dcc59e196,260,194,1.3402,1352.66,98.25,81.19,train
data/raw/car_damage_severity/data3a/training/01-minor/0107.JPEG,0107.JPEG,minor,0,e6aa79683d036b635563a579fe48fe5937c6a076841133bddf12fde7c5bf857a,275,183,1.5027,2090.21,99.63,68.74,train
data/raw/car_damage_severity/data3a/training/01-minor/0108.JPEG,0108.JPEG,minor,0,5db1d1820e0cecd177ffc0b09bf4d13edeb74a4c374c2b14b28b5281a5fc789b,275,183,1.5027,1801.56,136.93,82.2,train
data/raw/car_damage_severity/data3a/training/01-minor/0109.JPEG,0109.JPEG,minor,0,d59ccbfc77c288288b32595b11ed1a6994aa9d742b65b307de7f0582faa756a8,290,174,1.6667,1080.63,112.56,75.42,train
data/raw/car_damage_severity/data3a/training/01-minor/0110.JPEG,0110.JPEG,minor,0,525bebedd1d3883d718f3caa11f0c331a2a619997eb4e114cb678ee406510e72,275,183,1.5027,4259.61,81.44,63.52,train
data/raw/car_damage_severity/data3a/training/01-minor/0112.JPEG,0112.JPEG,minor,0,cab782ab18addddc87b77224f973e966736cb3d11d0a3913ab469fc930dde0cb,254,198,1.2828,3340.66,103.87,59.99,train
data/raw/car_damage_severity/data3a/training/01-minor/0113.JPEG,0113.JPEG,minor,0,1c003c9a49bdf68d00cb1fe959925e1a827194ca2a0242297056791e410384d7,259,194,1.3351,1329.43,111.03,71.46,train
data/raw/car_damage_severity/data3a/training/01-minor/0114.JPEG,0114.JPEG,minor,0,fde217b58ede00202295eb5121df1c573de7aba83ed1aafcaeca1ce6ec1def53,220,229,0.9607,3358.38,84.28,71.21,train
data/raw/car_damage_severity/data3a/training/01-minor/0115.JPEG,0115.JPEG,minor,0,ec98c742536966cb562e06a27aa8250d92758a5e350d440fd27f4414f4c0b111,259,194,1.3351,858.82,70.34,49.57,train
data/raw/car_damage_severity/data3a/training/01-minor/0116.JPEG,0116.JPEG,minor,0,fb5481e0e2041f996899c2165d72da78bc897652705746f24af106c2ad4dfbe7,194,260,0.7462,2534.71,110.09,65.2,train
data/raw/car_damage_severity/data3a/training/01-minor/0119.JPEG,0119.JPEG,minor,0,b1a39a3dbec7be619c477427deff247744efc5116c1035085bb374999fb529c3,300,168,1.7857,4078.06,110.17,82.38,train
data/raw/car_damage_severity/data3a/training/01-minor/0120.JPEG,0120.JPEG,minor,0,bc2dfe3761a330254c832ed1bf78f6b7cd986f23b8e2060e1a46992d4d8c7e24,259,194,1.3351,1511.83,81.56,65.76,train
data/raw/car_damage_severity/data3a/training/01-minor/0121.JPEG,0121.JPEG,minor,0,07933a216b1da782c52d059f1bb6cbbf748cc27511d46f76beb77bef408ed254,267,189,1.4127,1455.51,122.74,56.45,train
data/raw/car_damage_severity/data3a/training/01-minor/0122.JPEG,0122.JPEG,minor,0,d1b8ee0a7f5d50a7ea47a4d7edc60dacc52b35e79d7f2337454df5437a1d268e,290,174,1.6667,919.81,89.9,73.77,train
data/raw/car_damage_severity/data3a/training/01-minor/0124.JPEG,0124.JPEG,minor,0,d7b30f250d8068e12f75d1c35822f5892003865f203c6d902c7d72a7e552e337,267,189,1.4127,3249.8,82.29,54.9,train
data/raw/car_damage_severity/data3a/training/01-minor/0125.JPEG,0125.JPEG,minor,0,cda12cbefcb56085b266be33ad409a55452671128ac9fca9902681fa6c078fe4,184,147,1.2517,3227.07,105.18,78.19,train
data/raw/car_damage_severity/data3a/training/01-minor/0126.JPEG,0126.JPEG,minor,0,cfefc088f495e1dae8ee9f33a99b0566bf7a6ff87d899c91e01f5df10f8d8d3c,294,171,1.7193,2963.15,94.11,72.31,train
data/raw/car_damage_severity/data3a/training/01-minor/0127.JPEG,0127.JPEG,minor,0,1b0cbe67b2ae12d5af55bcf5430f87b6943e5a1e2fee2763e58de3cd7b85a0cb,259,194,1.3351,1555.67,108.3,48.35,train
data/raw/car_damage_severity/data3a/training/01-minor/0129.JPEG,0129.JPEG,minor,0,6b70a2d1591df638c2008db726becf205878220527e6c6c890a873630673a687,300,168,1.7857,1560.47,127.11,47.65,train
data/raw/car_damage_severity/data3a/training/01-minor/0131.jpeg,0131.jpeg,minor,0,45dafbfb9b25d4c59c27c9f7a1f84f5b5e4bb6fa2f31ac26e5abbfc342c26765,290,174,1.6667,1665.69,133.61,50.31,train
data/raw/car_damage_severity/data3a/training/01-minor/0132.JPEG,0132.JPEG,minor,0,79668a10d68568c45b5d89081b16bd439030b5456acf1ce51153febe75263eb4,156,202,0.7723,1823.48,91.99,55.22,train
data/raw/car_damage_severity/data3a/training/01-minor/0133.JPEG,0133.JPEG,minor,0,6716f16c0d4a0ffab48708ff4f059e845756d883be822bcff249f930ba8bd645,265,190,1.3947,1777.58,124.6,60.73,train
data/raw/car_damage_severity/data3a/training/01-minor/0135.JPEG,0135.JPEG,minor,0,ff45eff8549aeac9853f60672e6f288b6b6bd90d346d69266e197370ff5ad46c,204,143,1.4266,1590.97,87.56,66.75,train
data/raw/car_damage_severity/data3a/training/01-minor/0137.JPEG,0137.JPEG,minor,0,a971068690c3442d08c653579f349394a7ece36cd0719644d99674a838d6ab9a,259,194,1.3351,2131.98,109.66,59.92,train
data/raw/car_damage_severity/data3a/training/01-minor/0138.JPEG,0138.JPEG,minor,0,7f71fa704dd1a5f9773b97d5bb2724639d3538c4718284416e49796387b2b38c,321,157,2.0446,1916.39,125.88,80.65,train
data/raw/car_damage_severity/data3a/training/01-minor/0139.JPEG,0139.JPEG,minor,0,3c84a88af3f1f4bfd005ec23a7b7736bc640b059a225f54261d21149ef51ac82,299,168,1.7798,1579.66,81.33,62.52,train
data/raw/car_damage_severity/data3a/training/01-minor/0141.JPEG,0141.JPEG,minor,0,a838096e36d905a05ec86d29b715cf9645e8a8542c651d3e20336273331609dd,231,219,1.0548,599.09,97.9,30.65,train
data/raw/car_damage_severity/data3a/training/01-minor/0142.JPEG,0142.JPEG,minor,0,78cbbfde033611842c616f8c5ab380faf948ad0b41c1103546acb57007e10380,337,150,2.2467,1073.33,69.6,48.7,train
data/raw/car_damage_severity/data3a/training/01-minor/0145.JPEG,0145.JPEG,minor,0,a2ca76d3e52b5c8c7266ff9fb0b9969cd207a7a5cfdc8ea479851a805da2c998,259,194,1.3351,3093.36,113.41,57.15,train
data/raw/car_damage_severity/data3a/training/01-minor/0147.JPEG,0147.JPEG,minor,0,cbcc353055d2186201256696702f55598eaa535e80177b3b13ea8ddcb951608d,259,194,1.3351,1750.07,99.85,76.28,train
data/raw/car_damage_severity/data3a/training/01-minor/0149.JPEG,0149.JPEG,minor,0,b9204a3437a25de31b1f29b2bbd5cdba41b085e1537963675a1672b11f1a3e21,179,281,0.637,2380.59,203.39,55.54,train
data/raw/car_damage_severity/data3a/training/01-minor/0150.JPEG,0150.JPEG,minor,0,64698b0bc85b4f5ee3d4ca0f0202029feabd36cf99f6b5e42aeea2410985848e,158,112,1.4107,2716.75,101.74,76.16,train
data/raw/car_damage_severity/data3a/training/01-minor/0151.JPEG,0151.JPEG,minor,0,9022fb17942c9289c639b93a38c9084b4336ae46807a4f296f5a83e872e1414b,275,183,1.5027,1413.05,63.78,56.05,train
data/raw/car_damage_severity/data3a/training/01-minor/0152.JPEG,0152.JPEG,minor,0,f27c4de32bc70087577a90f1810de3b465fea8e9485b3d97a8590a2765cec43c,179,281,0.637,2407.54,159.58,88.23,train
data/raw/car_damage_severity/data3a/training/01-minor/0153.JPEG,0153.JPEG,minor,0,b5d64ae44ea016298b25704c544d05e756005e6d8627946586df89a54e256a82,259,194,1.3351,3889.88,132.62,68.11,train
data/raw/car_damage_severity/data3a/training/01-minor/0154.JPEG,0154.JPEG,minor,0,a6e9970723f72b299559ed372fc80d6a17b7d5365e8a57485613c99bef780a66,259,194,1.3351,629.4,106.28,59.34,train
data/raw/car_damage_severity/data3a/training/01-minor/0155.JPEG,0155.JPEG,minor,0,0a4cfee560b4d82da64fef0e2bff7957515781e8e4bd598612a884ef1236543b,258,195,1.3231,855.72,118.12,67.58,train
data/raw/car_damage_severity/data3a/training/01-minor/0156.JPEG,0156.JPEG,minor,0,891253a945f2d443d534a1c64fff4a949e8f0eefec98b9863437df2a30a42c08,259,194,1.3351,2095.22,102.98,75.71,train
data/raw/car_damage_severity/data3a/training/01-minor/0157.JPEG,0157.JPEG,minor,0,fe51864b10595e0061d8b5d1f153877a31f45a6b1659b3238d183d965ea85fbc,153,114,1.3421,3183.66,118.42,63.02,train
data/raw/car_damage_severity/data3a/training/01-minor/0159.JPEG,0159.JPEG,minor,0,b3ab7e0fc233eea21e4fad89ae3c1c8586fbe3f08f9e112e4fd3f5ae9a6be26b,269,188,1.4309,3611.09,125.04,76.83,train
data/raw/car_damage_severity/data3a/training/01-minor/0161.JPEG,0161.JPEG,minor,0,e6d48e1e866d7ae8db6ace7aaab8049767b7ffc43edb675c3398e5728f49d9e9,147,123,1.1951,1385.67,109.76,55.22,train
data/raw/car_damage_severity/data3a/training/01-minor/0162.JPEG,0162.JPEG,minor,0,bb7ffa70128079e1b93027a672e3bd13973beeb42f5093f1a18654ac4629eb62,259,194,1.3351,762.27,141.36,59.01,train
data/raw/car_damage_severity/data3a/training/01-minor/0163.JPEG,0163.JPEG,minor,0,90b3f6b7e517ffef3b1b09ca247adf782b183c754c1cb163b5226872aebf02ff,259,194,1.3351,3202.37,122.76,65.5,train
data/raw/car_damage_severity/data3a/training/01-minor/0165.JPEG,0165.JPEG,minor,0,5f589134de6d1c3111e6a5e6864c886ae9a7ed4cfc5bdebb86e64dd67a9222fa,300,168,1.7857,3024.6,124.97,64.84,train
data/raw/car_damage_severity/data3a/training/01-minor/0166.JPEG,0166.JPEG,minor,0,d54f00016f0da21123639a842d36cb84835444f31769f987fbcb3aa342076485,259,194,1.3351,1018.6,103.87,81.67,train
data/raw/car_damage_severity/data3a/training/01-minor/0167.JPEG,0167.JPEG,minor,0,5561bde102f6a4b559580beabfbfff18338a271fe0ce0301fe90201dfa012c47,245,206,1.1893,1552.9,153.83,74.61,train
data/raw/car_damage_severity/data3a/training/01-minor/0171.JPEG,0171.JPEG,minor,0,e15bc427a97ce8bdb97d2cfd61e061f3ef3f7ccd444b685cd8eb9ee07b471c32,298,169,1.7633,2222.23,113.61,58.92,train
data/raw/car_damage_severity/data3a/training/01-minor/0172.JPEG,0172.JPEG,minor,0,2ab66e47e80e5302849b54bbf54fe0152120db3e507ff5c3c320df9bdb7d1502,259,194,1.3351,1376.19,120.5,49.51,train
data/raw/car_damage_severity/data3a/training/01-minor/0174.JPEG,0174.JPEG,minor,0,c532cffb65c88b37c8d0faba6aeb4e1480c4cb326bd0f8de7f6310c5bd965835,265,190,1.3947,1215.22,87.99,57.57,train
data/raw/car_damage_severity/data3a/training/01-minor/0175.JPEG,0175.JPEG,minor,0,a6317c888d789649cf40fdbde176b87dfd13abbdab503c618abe67e3805e8fc4,260,194,1.3402,1643.59,102.82,67.73,train
data/raw/car_damage_severity/data3a/training/01-minor/0177.JPEG,0177.JPEG,minor,0,c7c49ae0ee2e61b30a295d377954f03841b94cd0e1160fa1161d3d039f1d287b,300,168,1.7857,2866.23,121.48,54.31,train
data/raw/car_damage_severity/data3a/training/01-minor/0179.JPEG,0179.JPEG,minor,0,f2a477241ecf99ca3f1036fa3354bcc2d1dbaab1f614c455c6b135018954ccc8,299,168,1.7798,2353.96,98.45,78.73,train
data/raw/car_damage_severity/data3a/training/01-minor/0180.JPEG,0180.JPEG,minor,0,2434335eb603ad8d8dd3f5a2ae5006e9eb67db700fc069fc54d9049445acd4ee,251,201,1.2488,1334.41,140.77,63.76,train
data/raw/car_damage_severity/data3a/training/01-minor/0181.JPEG,0181.JPEG,minor,0,1245cd4c84ca7a9aab7a1183de65cb372fb4752d37f9f83c0cb6b08b25fe4960,260,194,1.3402,2444.94,139.85,51.11,train
data/raw/car_damage_severity/data3a/training/01-minor/0182.JPEG,0182.JPEG,minor,0,e1fb40242c492fa321b73d8dea3dcd57d023f70a000370f6b48cf5ae5944755b,194,259,0.749,920.95,124.9,73.29,train
data/raw/car_damage_severity/data3a/training/01-minor/0183.JPEG,0183.JPEG,minor,0,b8e593461eb26f2d2564756b94eef9fb6be3ae8f7520a9ca225205fb409fe83d,249,202,1.2327,2161.62,94.3,59.93,train
data/raw/car_damage_severity/data3a/training/01-minor/0184.JPEG,0184.JPEG,minor,0,d7fc00e0b862a841fecbae5051d00a6aa482af776d6d058b3efb971ec003362a,259,194,1.3351,1824.8,111.1,64.82,train
data/raw/car_damage_severity/data3a/training/01-minor/0185.JPEG,0185.JPEG,minor,0,b29d2c6d8e7f13d41a0b71420c67e2213e01b258cfb2e4640f02e69de442221e,299,168,1.7798,968.28,117.68,50.27,train
data/raw/car_damage_severity/data3a/training/01-minor/0186.JPEG,0186.JPEG,minor,0,a10c35b3a479bde83de9d76d2eb932bac000ff983a4b0b2e7b0dbdb6c4a568a8,187,150,1.2467,3042.51,124.2,75.89,train
